"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ASB9",189.376539515213,-0.533325189407626,0.291723739748312,-1.8281857687268,0.0675216761133014,0.318147271319428
"DST",1695.23382951492,0.367986901123525,0.201317825982506,1.82789029897185,0.0675660172840972,0.318147271319428
"SPG11",623.650178427306,0.442541686382602,0.242187375891034,1.82726983499633,0.0676592083427653,0.318147271319428
"ECI1",241.815375651522,-0.515102898854454,0.281809935064205,-1.82783796723525,0.0675738732089731,0.318147271319428
"RAP2B",774.461514873921,-0.517261570995932,0.28309352836399,-1.82717554154349,0.0676733800712752,0.318147271319428
"DUXAP8",263.732323379272,0.600172258108842,0.328087708898747,1.82930430439887,0.067354034199625,0.318147271319428
"NRDC",462.716251668095,0.538231977140093,0.294425887618408,1.82807286918218,0.0675386161301341,0.318147271319428
"DUSP4",1727.39193408207,-0.440313539329938,0.240805012621069,-1.82850653538021,0.0674735657429407,0.318147271319428
"CFTR",258.066619548833,-0.494751220519164,0.270534141891451,-1.82879401860368,0.0674304713780728,0.318147271319428
"SOX5",198.114774487543,0.585440175829319,0.320367675251886,1.82740089295533,0.0676395151891461,0.318147271319428
"ARHGAP11A",609.612084305414,0.601673484047562,0.329209980541417,1.82762832116467,0.0676053523507009,0.318147271319428
"C1orf159",81.9624756958074,0.760372123981329,0.416220900712348,1.82684752899236,0.0677226973724519,0.318268420614068
"AP4M1",199.93197865355,-0.49666927833547,0.271996181482021,-1.82601562870948,0.0678479077245748,0.318746027391502
"FAM98C",94.1197464720642,-0.576154462612531,0.315924217099746,-1.82371097696072,0.0681957784683666,0.319325548308695
"ZNF148",386.728111009025,0.493306114727508,0.270530453815385,1.82347720107012,0.0682311470490908,0.319325548308695
"NRP1",927.037003850197,0.518794492982869,0.284506663314454,1.82348802287792,0.0682295094559476,0.319325548308695
"PLD5",55.7704120472662,-0.652785757979494,0.357932946631887,-1.82376549608563,0.068187532291971,0.319325548308695
"FOCAD",345.442678320517,0.440159376749629,0.241336996922705,1.82383713380921,0.0681766981241147,0.319325548308695
"IGF1R",436.503883562142,0.493369765111495,0.270486384223845,1.82400961337558,0.0681506188947557,0.319325548308695
"PPP2R3B",60.642822489549,0.72229510448912,0.395870861616322,1.82457254252062,0.0680655600356209,0.319325548308695
"TRMT112",5391.09511124451,-0.484557127579689,0.26561944692308,-1.824253205828,0.0681138012390326,0.319325548308695
"CDRT4",144.277938226754,0.776745036028997,0.425642512099179,1.82487654298969,0.0680196617359459,0.319325548308695
"TMEM79",257.440182331168,-0.549943345680072,0.30150152853903,-1.8240151164238,0.0681497869587411,0.319325548308695
"LINGO1",25111.9254514688,0.607023090459577,0.332659818608057,1.8247562720365,0.068037817322798,0.319325548308695
"LINC02614",33.0473153710915,0.964236002724882,0.528926486346479,1.8230057061148,0.0683025266675365,0.319438391155164
"DCAKD",127.405989944885,0.816786596814677,0.448031497264031,1.82305619538471,0.068294880163455,0.319438391155164
"STX6",680.503283415798,0.399243893842321,0.219090669225812,1.82227702920031,0.0684129618058411,0.319625616283546
"BRCC3",277.61408494246,-0.457910748809625,0.251300980891662,-1.82216061069429,0.0684306192850325,0.319625616283546
"CARD9",146.843675795942,-0.488964033698071,0.268301497865745,-1.82244242983221,0.0683878815288208,0.319625616283546
"RBFOX2",19858.4336334767,-0.481191857471856,0.264083871500318,-1.82211755204171,0.0684371510450267,0.319625616283546
"NIPAL1",60.1671721590647,0.670352996953525,0.36796463572786,1.82178647583216,0.0684873906006279,0.319749765581377
"SPATA7",177.151539614232,0.511299674164465,0.280782908263358,1.82097862482747,0.0686101061603088,0.320212083861441
"PLCL2",296.707110438222,0.427021823495688,0.234555895806426,1.8205546359325,0.068674583920901,0.320245040526346
"TNRC18",685.191010033104,0.365591414309046,0.20084029106954,1.82030912404155,0.0687119426994972,0.320245040526346
"CEBPD",113.766454322996,-0.887141667665877,0.487284942976781,-1.82058091564744,0.0686705860078773,0.320245040526346
"CLIP1",318.228801056263,0.664796847681294,0.36520059801389,1.82036078609052,0.0687040800595377,0.320245040526346
"COX11",1027.70800988182,0.371041085606901,0.203854404577606,1.8201278818366,0.0687395324746037,0.320263192322214
"FAM220A",246.184043826316,0.420571427083374,0.23109457763642,1.81991040804539,0.0687726496536125,0.3203070753681
"GABARAPL2",2423.95172105646,-0.487257929905301,0.267837087943037,-1.81923248063737,0.0688759694280904,0.320677782566335
"TNIP1",598.573245576993,-0.435558425742591,0.239485062383524,-1.81872899047484,0.0689527865369814,0.320924883895951
"MMGT1",1266.09674023883,-0.603439503306181,0.331830222431866,-1.81851881629041,0.0689848734687498,0.320963700448751
"RPS10-NUDT3",5588.64616714624,-0.434961073954698,0.239216223603084,-1.8182758150902,0.0690219873343864,0.321025870891798
"NME4",770.013389313824,-0.419858530382605,0.230975952249152,-1.81775862939059,0.0691010323382757,0.321244764213598
"IFT22",80.2386573877708,-0.763565627342726,0.420082370036658,-1.81765692113215,0.0691165858488564,0.321244764213598
"PHF20",971.955206168368,0.515008690153671,0.283363253391634,1.81748580307935,0.0691427601879667,0.321255945926627
"KIAA1217",365.283523338082,0.510933201925732,0.281169526638556,1.81717132732715,0.0691908838540043,0.32136906741262
"TNFSF9",31.5781545262524,-1.00152680399475,0.551308301711041,-1.81663653691847,0.0692727850534638,0.321638942900246
"CLSPN",309.893079400549,0.523800334700837,0.288470928251474,1.8157820542811,0.0694038111872515,0.322136645606762
"KMO",148.521617243122,0.488580184079152,0.269254695074958,1.81456514228336,0.0695907633878795,0.322164793413862
"CAND2",25937.6411897981,0.337975884221321,0.186222987402164,1.81489884216837,0.0695394565211618,0.322164793413862
"TRAFD1",157.39902575757,-0.57977629155346,0.319488217886931,-1.81470320060018,0.0695695329427472,0.322164793413862
"PRCP",643.223106323206,-0.455619041841385,0.250975856968332,-1.81538992373627,0.0694640084707814,0.322164793413862
"ATP9B",119.871289654481,0.609219409253634,0.335750304519381,1.81450143470672,0.0696005620574488,0.322164793413862
"FBXO22",481.693095882779,-0.547467463479999,0.301631705973704,-1.81501961709465,0.0695208948484808,0.322164793413862
"ZNF512",207.45024403747,0.51925099939783,0.286052778523685,1.81522795225999,0.0694888857679437,0.322164793413862
"TCTE3",27.2522869539176,1.01289317913186,0.558102173747484,1.81488843222129,0.0695410565969397,0.322164793413862
"LAS1L",406.355950167682,-0.454389013206301,0.250448388490977,-1.81430200427372,0.06963124317249,0.322196467894343
"NRG2",51.7353988375969,0.797387155411625,0.439615100468037,1.81383022230739,0.0697038680609994,0.322422135767443
"ZMYM1",148.075102095818,0.657313890326754,0.362442746898401,1.81356613134546,0.0697445486769437,0.322499938391232
"RPL32",25920.6097645011,0.337750210849256,0.186281882614957,1.81311357877664,0.0698143052659632,0.322524375310445
"NOVA1",32.0345595597536,-0.869453616569103,0.479572843764554,-1.81297508371004,0.0698356643788237,0.322524375310445
"SUMO2",654.147092504163,-0.388141079815704,0.214126481657013,-1.81267200960891,0.0698824240630833,0.322524375310445
"ACOX1",456.702908731684,-0.386888313066512,0.213466385468606,-1.81240860108821,0.0699230848276695,0.322524375310445
"RANBP17",232.236057706892,0.47715109635176,0.263138852846224,1.81330537543463,0.069784734681924,0.322524375310445
"AK4",992.224548358969,-0.401780305165412,0.221697051191333,-1.81229431337209,0.0699407327637551,0.322524375310445
"USP34",1193.38231819555,0.448887606944142,0.247621032493431,1.81280080461683,0.0698625498302017,0.322524375310445
"HERC2P3",57.1590594806345,0.814732797256533,0.449524690860291,1.81243169468025,0.0699195192344911,0.322524375310445
"GJA1",128.466777576916,-0.592180110118925,0.326865717255579,-1.81169232151653,0.0700337507343646,0.322578408451975
"ALDH9A1",543.87245449475,-0.487740030686773,0.269231530407717,-1.81160070645572,0.0700479157151928,0.322578408451975
"ND3",68186.1217344143,0.329558152191295,0.181906804022372,1.81168678083512,0.0700346073350819,0.322578408451975
"RPL13",6386.8572350514,-0.443066420318213,0.244568515745302,-1.81162493041267,0.0700441701210814,0.322578408451975
"DCBLD2",9734.4945421369,0.379317467956918,0.209400525180718,1.81144468300429,0.0700720445535755,0.322579616548408
"CEP250",148.874446097083,0.598492759722923,0.330531915504077,1.8106958258787,0.0701879493552718,0.322806965477326
"RBM25",554.779418534447,0.525863940093615,0.290426229185172,1.8106626993333,0.0701930801670511,0.322806965477326
"TPP1",631.391621026349,-0.55092983790095,0.304224153314601,-1.81093391796288,0.0701510814679559,0.322806965477326
"CHURC1",678.571346857388,-0.402563808036363,0.222394714072775,-1.81013208751279,0.0702753060419322,0.323075182470325
"C5orf34",559.772066708349,-0.382989452805474,0.211599552436201,-1.80997288697455,0.070299991844925,0.323078779250597
"ARHGAP29",603.92604067939,0.499332484852543,0.275996813015599,1.80919656062957,0.0704204717827036,0.32341253707612
"LUCAT1",139.332571904694,0.668365241731314,0.369404201053265,1.80930601174983,0.0704034755519432,0.32341253707612
"ZNF133",187.363543708214,0.539220451283503,0.298165465528003,1.8084604477203,0.0705348673048598,0.323567317028499
"LOC284454",374.388319178187,0.556201619386528,0.307571787647416,1.80836358120118,0.0705499321754206,0.323567317028499
"SSH1",300.633780998261,0.488724457394994,0.270242415045755,1.80846688079015,0.0705338669146972,0.323567317028499
"AMN",299.577339485549,-0.426892774258804,0.236025922466828,-1.8086690215936,0.0705024384457812,0.323567317028499
"SUPT4H1",1328.43290111544,-0.470816813052296,0.260502623615652,-1.80734000493961,0.0707092821061908,0.324188146861355
"RSPH9",189.207312396984,-0.546903354161852,0.302630433506045,-1.80716574941208,0.0707364395162696,0.324202684469956
"CCS",70.4415299939089,-0.762450002055029,0.421972993163847,-1.8068691940173,0.0707826768062068,0.324228355670266
"EMC8",788.074490471347,-0.438323989461968,0.242593879612456,-1.80682212660184,0.0707900175779043,0.324228355670266
"C7orf50",610.599521883906,0.396732934611591,0.219697943594395,1.80581086978237,0.0709478870096307,0.324752449646472
"LSMEM1",37.6479484082667,1.0588490920129,0.586366168460596,1.80578135125485,0.0709524995417307,0.324752449646472
"C8orf44",28.2463275560014,0.900223579219529,0.498717062887988,1.80507876351069,0.0710623577088417,0.325100268054779
"ARL15",347.069881034864,0.485571303121238,0.269016396713042,1.80498775931192,0.0710765975215945,0.325100268054779
"UBTD2",346.24613075385,0.426797969408538,0.236534577077821,1.80437877066962,0.0711719487730227,0.325322629142202
"YRDC",625.655912716415,-0.512922490091252,0.284266830851013,-1.80436981886248,0.0711733511670236,0.325322629142202
"ZHX1-C8orf76",294.257944989064,-0.463422744896337,0.256856593537765,-1.80420809337021,0.0711986910545679,0.325328434176315
"SLC25A37",1317.23910111344,0.501670565174431,0.278123080136088,1.80377178668149,0.0712670904662832,0.325530920832134
"WRB",379.454631473503,-0.407428516268053,0.22589711000303,-1.80360216322638,0.0712936967204901,0.325542434079103
"PDZRN3",90.1194300779644,-0.557005451139628,0.308962671758523,-1.80282442525927,0.0714157929226239,0.325623087890395
"TRPV4",107.197018682887,0.653709050477702,0.362529536574623,1.80318838750162,0.0713586335863376,0.325623087890395
"SP2",234.012732956839,0.479836776650732,0.266141422631986,1.80293909871459,0.0713977797033028,0.325623087890395
"GPKOW",137.293818550215,-0.688178275286385,0.38174389195036,-1.80272242673073,0.0714318182594719,0.325623087890395
"GTF2F1",191.685487493655,-0.506442434253576,0.280893875938632,-1.80296716174838,0.0713933720525472,0.325623087890395
"ULK1",899.34266105026,0.465245949831172,0.258318817221428,1.80105326756884,0.0716944845276405,0.326710267321507
"RPRD2",505.095853689604,0.476628284461252,0.264827365200515,1.79976976359815,0.0718970001604118,0.327412349787104
"LINC01003",102.015234321837,-0.874979808354509,0.486157812819969,-1.79978555374678,0.0718945058929644,0.327412349787104
"TPO",34.2117994417396,-0.799329879511761,0.444236285326111,-1.79933496185477,0.0719657108288063,0.327614869505606
"CALR",3701.85607933559,-0.439210090654994,0.244116913770688,-1.79917926976402,0.0719903275477691,0.327616588261161
"STX18",295.308484041696,0.413115348958863,0.229659973360418,1.79881301436249,0.0720482639565481,0.327769887457659
"CLDN4",838.765290388665,-0.416377304521299,0.231519229152538,-1.79845668131076,0.0721046674351158,0.327916112063602
"MAP2K7",375.56001782122,0.402713486288007,0.223992821993406,1.79788567644307,0.0721951264268404,0.328106701003758
"ARRDC3",330.570430804309,-0.735135394457301,0.408888583130931,-1.79788681999444,0.0721949451718006,0.328106701003758
"LINC01362",37.8279400207164,0.899064024118428,0.500179423354021,1.79748302736972,0.0722589702312815,0.328286467780168
"LINC01184",296.342676898464,0.562189336455031,0.312820025148996,1.79716543462095,0.0723093601615508,0.32840501073371
"IL13RA1",1050.46678722231,-0.375986056458171,0.209241582257323,-1.79689931801313,0.0723516049316349,0.328486493871675
"SPIN4",1113.61498985202,0.59800557629766,0.332865148973765,1.79654006477197,0.0724086667596244,0.328635171230048
"ASTE1",262.40549233477,-0.554101073355628,0.308500398310137,-1.79611137097654,0.072476806358305,0.328834009647147
"MIR4435-2HG",3903.99172841433,0.388443565780392,0.216338376851726,1.7955370259925,0.0725681790481188,0.329027677965238
"URGCP",128.608605805147,0.684708396930215,0.381317182223025,1.79564003105882,0.0725517850099725,0.329027677965238
"SLC35A5",197.864332803737,-0.598113153405426,0.333425636604738,-1.79384272755986,0.0728382749440839,0.330030883052041
"TMEM199",423.103156548525,-0.433195790642375,0.241480609393147,-1.79391542754103,0.0728266686365771,0.330030883052041
"CCSAP",233.736351212434,0.480652310699104,0.26798408697402,1.79358526891077,0.072879389524815,0.330085455636665
"ZNF544",492.242249848123,0.562434076833192,0.313602538793269,1.79346149108811,0.0728991628496185,0.330085455636665
"EIF2AK3",217.093900011971,0.431816347564442,0.240820334769293,1.79310583542758,0.0729560027486943,0.330232194625369
"ZNF598",525.998924550088,-0.403180931087163,0.22488873714264,-1.79280179261017,0.0730046227747365,0.330341640918426
"CABLES1",88.9958661570799,0.539894569345939,0.301305096980086,1.79185342285007,0.0731564486143727,0.330616727945735
"MFHAS1",680.667160010329,0.34989608920486,0.195241330462081,1.79212100417855,0.073113585008451,0.330616727945735
"SBNO1",518.002962467499,0.430720049164675,0.240403013743711,1.79165827606411,0.0731877219601687,0.330616727945735
"ADCY1",90.477754476503,-0.743440760240188,0.414882098067083,-1.79193260857445,0.0731437617850663,0.330616727945735
"CNOT9",811.566044176256,0.45167741656009,0.252080856732771,1.79179578494891,0.073165684267181,0.330616727945735
"EXOSC4",312.90703821206,-0.521721195249174,0.29130918860973,-1.79095344619606,0.0733007659236939,0.331016756506731
"VEPH1",724.342541606514,0.536515603512103,0.299690629474989,1.7902314945649,0.0734167039904874,0.331429582877564
"UBE2D4",115.868590747435,-0.568889991382341,0.31782819230341,-1.78992929248787,0.0734652790718836,0.331538134202197
"GADD45GIP1",353.539269464567,-0.512229310910237,0.286326094217166,-1.78897180960997,0.0736193556798355,0.332114395244813
"DAP",2714.41677599081,-0.466210823384559,0.260623251622889,-1.78883050718417,0.0736421161992234,0.332114395244813
"MTMR9LP",50.4211634205055,0.718745867702803,0.40188405379864,1.78844087220968,0.0737049071008243,0.332286699257753
"C4orf45",187.541628203441,0.484368936264521,0.270886607828484,1.78808742206705,0.0737619045642185,0.332432778289422
"DNAJC3",404.519044890666,-0.468225830678605,0.261881585352874,-1.78792957148053,0.0737873712303901,0.332436703183317
"DPP9",821.780762064005,0.382737470333483,0.214119111025667,1.78749794215054,0.0738570444216758,0.332639724226381
"NDUFV1",185.774164916118,-0.586563247282875,0.328206677163361,-1.78717645951767,0.0739089727800566,0.332651906791623
"PFKL",439.711762997943,-0.499653230201809,0.279568906538293,-1.7872274724277,0.0739007307889619,0.332651906791623
"PIGS",1169.54585923473,-0.369015227213601,0.206516203653382,-1.78685846769175,0.073960366635776,0.33277240860491
"HOXC6",260.358572299878,0.481858949788234,0.269744854628506,1.78635084792202,0.0740424687076226,0.333030950766132
"GRB14",948.941293089602,-0.41243275585585,0.230926585628333,-1.78599079328026,0.0741007488463449,0.333182209383632
"THRAP3",520.47623061168,0.468408405471791,0.262350651267025,1.78542878856831,0.0741917925072464,0.333480634362468
"AIF1L",56.1366778459166,-0.739130486590192,0.414047001836093,-1.78513667122939,0.0742391510400034,0.333542895237481
"GAB1",129.266992212715,-0.484762463189216,0.271569683889028,-1.78503894929341,0.0742549993910611,0.333542895237481
"LINC00298",26.919270571867,0.948107436499178,0.531315938195042,1.7844513374096,0.0743503554366154,0.333595122305293
"FARP2",155.130124563171,0.579565539528201,0.324756945763803,1.78461322255974,0.0743240751774656,0.333595122305293
"FBXO28",454.61747570298,0.508235596337344,0.284776008133291,1.78468544337296,0.0743123533780859,0.333595122305293
"WARS2-AS1",267.677541029546,0.631928463882803,0.35414872894268,1.78435897756697,0.0743653524345847,0.333595122305293
"MYOM3",46.9459826594908,0.722552918734955,0.405069651460451,1.78377450922289,0.0744603132394832,0.333832060888705
"PKD2",155.129606810714,0.529116153686242,0.296698956575817,1.78334349332649,0.0745304054929292,0.333832060888705
"SH3GLB1",983.509903753688,-0.375600157230965,0.210612254922506,-1.78337275468214,0.0745256452758425,0.333832060888705
"VEZF1",1023.52066789506,-0.443327908730734,0.248609082979724,-1.78323295117456,0.074548390655572,0.333832060888705
"KBTBD3",36.0436751047706,-0.85872556199495,0.481626274620553,-1.78297075397619,0.0745910642115929,0.333832060888705
"TRAIP",69.0937403918341,0.751482942617275,0.421465190303598,1.78302493279683,0.0745822447743632,0.333832060888705
"PLOD2",1016.0050560432,-0.460096150808574,0.257992849167612,-1.7833678425314,0.0745264443637752,0.333832060888705
"ZNF714",102.7467456576,0.842660599540153,0.472658245221713,1.78281159391365,0.0746169778279606,0.333837494976073
"RNF40",337.095506157052,-0.422056656901664,0.236849226539919,-1.78196341642066,0.0747551977459031,0.334345219302987
"WDR49",69.0696222308374,-0.702266428589479,0.39417939196885,-1.78159092762763,0.074815964976066,0.334395695309692
"ANKRD18A",122.740849416909,0.493603308309179,0.277050427994878,1.78163705388069,0.0748084378243651,0.334395695309692
"KRBOX4",113.556276778367,-0.580259462279367,0.325725101799014,-1.7814391923574,0.0748407303893507,0.334395805600815
"POLR3K",905.860552084885,-0.52659037417717,0.295697709556986,-1.78084022012246,0.0749385568009605,0.334506317156816
"NXN",1086.76916405536,0.400457038970787,0.224908854270563,1.78053034092221,0.0749892084185524,0.334506317156816
"CAPZA2",967.247476147916,-0.421460928434332,0.236679588933736,-1.78072359485266,0.0749576166222154,0.334506317156816
"LOC100131635",208.231855438819,-0.614066415689747,0.344863360662587,-1.78060787469547,0.0749765324355665,0.334506317156816
"TMEM115",169.630565305756,-0.550082016348068,0.308902078260434,-1.78076502251402,0.0749508457337935,0.334506317156816
"MFSD11",431.914809547288,0.621559864238761,0.34917583617825,1.7800769693624,0.0750633650964092,0.334621819267327
"GEN1",112.157730056576,0.844487182954632,0.474412525673092,1.78006932206624,0.0750646164559438,0.334621819267327
"NT5DC3",320.053132467393,0.420036837289276,0.235990269718139,1.77989049205697,0.075093884026649,0.334641917739594
"CCDC32",148.354082617462,-0.474581528449296,0.266714890830085,-1.77935895132168,0.0751809317432359,0.334919404562155
"WDFY2",194.989429642784,0.566929181462069,0.318701254746436,1.77887339010675,0.0752605216161703,0.335163495935472
"MAP3K14-AS1",37.2038671839501,0.776460716532824,0.436677578191457,1.77810988086132,0.0753858099416493,0.335242253750989
"UBE2S",79.7356090557539,-0.686202206658449,0.385942402379331,-1.77799122985197,0.0754052952984424,0.335242253750989
"CDH12",1282.81956375199,-0.473317990736544,0.266219770814885,-1.77792201265797,0.0754166643293773,0.335242253750989
"SVBP",73.1114819421493,-0.818038527081166,0.460178347485806,-1.7776554058889,0.0754604679774884,0.335242253750989
"ADGRE2",225.748824033211,0.572684047681314,0.322108684385726,1.77792178678276,0.0754167014320199,0.335242253750989
"RGS12",127.127836234257,0.650354005529986,0.365738909128231,1.77819200882991,0.0753723249561687,0.335242253750989
"VKORC1",1513.44785362224,-0.364978716991229,0.205315911263214,-1.77764458071313,0.0754622469988385,0.335242253750989
"ILKAP",296.365565201063,0.420955340114043,0.23681678210771,1.77755704797383,0.0754766334835942,0.335242253750989
"EYA1",43.8227727478674,-0.692234861355607,0.389546177880719,-1.77702901648691,0.0755634658404888,0.33529737501643
"CCDC186",1336.71081005462,-0.443496828165524,0.249562313779041,-1.77709855887211,0.0755520252543466,0.33529737501643
"NPEPL1",468.457802731359,-0.403047474817277,0.226774678985265,-1.77730369466631,0.0755182861038394,0.33529737501643
"OSBPL11",251.99381333614,-0.443654387529398,0.249717041664261,-1.77662839737578,0.0756294001979539,0.335479807376287
"LINC00894",435.021721037843,0.389701212022612,0.219412571929013,1.77611159012663,0.0757145262798051,0.335747223490107
"ARL6IP1",823.186480272444,-0.369986122109877,0.20836459827058,-1.77566690877793,0.0757878346876775,0.335851925783164
"USP53",189.609862774805,0.515382315553429,0.290230091288273,1.77577146899465,0.075770592097928,0.335851925783164
"EDEM2",1156.89713711099,-0.473501103401265,0.26669052858032,-1.77547026481167,0.0758202710978765,0.335885540530613
"GMCL1",373.650635749345,0.36856856864135,0.207701058584363,1.77451463730334,0.0759780631168077,0.335901162285977
"SLC25A26",343.955238214009,-0.402471077937146,0.226901609753989,-1.77376916088658,0.0761013411772087,0.335901162285977
"FAM102A",1071.13043172362,0.386760041660538,0.218059542673696,1.77364419331689,0.07612202279387,0.335901162285977
"METAP1",895.363939428406,0.41082485218627,0.231458827022796,1.77493706967507,0.0759082786041897,0.335901162285977
"MIEF1",405.182926613324,-0.453152094867159,0.255435556127246,-1.77403687152082,0.076057051599973,0.335901162285977
"LUC7L",427.299345451162,0.377187777253303,0.212559855604095,1.77450147480264,0.0759802383614941,0.335901162285977
"MTCH2",2273.93486391004,-0.428592774003154,0.241503953912216,-1.77468222387341,0.0759503720764255,0.335901162285977
"ARMC8",505.520602120507,0.358018724691913,0.201830674093917,1.77385685451023,0.0760868309816365,0.335901162285977
"NIPSNAP2",1716.97157659952,-0.377720914703739,0.212876167660305,-1.77436919714979,0.0760021014861576,0.335901162285977
"UBTD1",315.305310581023,-0.484270363745517,0.273018366150709,-1.77376478576608,0.0761020651641462,0.335901162285977
"LOC285638",48.0493730987915,0.973291561354882,0.548668126823477,1.77391671535536,0.0760769274234466,0.335901162285977
"ZNF552",70.2405565139615,0.687811996435619,0.387688723351853,1.77413464722157,0.0760408810029427,0.335901162285977
"DMAC1",546.587165466098,-0.441519255298747,0.249020255152118,-1.77302547147837,0.0762244862558979,0.336186606849935
"HIST2H2AA3",77.5659767646068,-0.789709833880182,0.445420566984085,-1.77295323210434,0.0762364567915842,0.336186606849935
"MYL6",1962.11365215258,-0.428331987485897,0.241645338872473,-1.77256465812464,0.0763008723437823,0.336360923221971
"EIF3J",1587.70075787151,-0.423612948806757,0.239006985770568,-1.77238731094412,0.0763302866856942,0.336380878657921
"TNFRSF10A",342.775868046626,0.424156127599546,0.239389023045182,1.7718278064884,0.0764231452542052,0.33641278419123
"MYO9A",471.373137679074,0.420617743064917,0.237403246588856,1.77174385400617,0.0764370864346897,0.33641278419123
"CRELD1",100.82371988337,-0.729074303642767,0.411474326894775,-1.77185854861174,0.0764180407244433,0.33641278419123
"TSPOAP1-AS1",1369.49135511725,-0.447916646258988,0.252797250483813,-1.77184144764925,0.0764208801937969,0.33641278419123
"UBAC2",504.409394281878,-0.393889181638654,0.222369990039741,-1.7713234666614,0.0765069273099607,0.336501018392916
"ABHD16A",673.894645241628,-0.496962953302951,0.280552745025114,-1.77137084600068,0.0764990533624441,0.336501018392916
"COL3A1",72.8715719685356,-0.784881873570002,0.443172553063859,-1.77105253505378,0.0765519659867721,0.336589581092131
"PTK7",217.412709970766,-0.515449400506881,0.291102445220031,-1.77068042186068,0.0766138599535638,0.336752172725973
"TOMM5",1890.54427199446,-0.55611195571519,0.314111306764627,-1.77042960166952,0.0766556021465996,0.336826111382783
"FOPNL",660.65767064965,-0.496649602731325,0.280570776122087,-1.77014017495255,0.0767037923856065,0.336830217955828
"GFER",78.5277761579025,-0.600268669716745,0.33911402235677,-1.7701086659437,0.0767090402012164,0.336830217955828
"SCUBE3",52.1893237494359,0.8400016087421,0.474583873270272,1.76997503719164,0.0767312992812957,0.336830217955828
"PDGFD",51.7962681303673,-0.644873902229471,0.364373258015137,-1.76981676905247,0.0767576694546322,0.336836578035327
"LINC01980",25.9451666094166,0.986738418750238,0.558068419070549,1.7681316215557,0.0770389021493112,0.336976634773492
"RBM23",277.888777138937,-0.411740908220274,0.232724603012149,-1.76921951049061,0.0768572494781235,0.336976634773492
"HBS1L",197.356960613802,0.441236197958534,0.249529825644746,1.76827037336498,0.0770157143080499,0.336976634773492
"UAP1",420.796252517826,0.439775028297528,0.248607488626013,1.76895326334716,0.0769016743868543,0.336976634773492
"COPRS",2432.53327021267,0.347556888644992,0.196438720194036,1.76928911113698,0.0768456396488105,0.336976634773492
"RUFY1",308.713965685848,-0.413926308012719,0.234088405803917,-1.76824779762669,0.077019486719177,0.336976634773492
"DUSP7",153.20460705668,-0.630274133381812,0.356333617953237,-1.76877538808175,0.076931365586607,0.336976634773492
"ARL4A",505.375554550571,-0.362965828810275,0.205180306890855,-1.76900909405186,0.0768923569700447,0.336976634773492
"ZNF524",26.1174303041653,-1.16531780516052,0.65897160857949,-1.76838848592056,0.0769959801273455,0.336976634773492
"CENPK",99.3325189125667,0.705294814987056,0.398815301122415,1.76847481278199,0.0769815592899081,0.336976634773492
"GSTM2",254.51442398487,-0.456859382180397,0.25846828677367,-1.76756455456545,0.0771337280598601,0.337282260904907
"TSC2",251.525327855127,0.556374181329893,0.314998054285907,1.76627815238789,0.0773491950780878,0.338005729284007
"CMIP",460.902286079118,0.394367828464129,0.223274075105979,1.76629475803197,0.0773464105807467,0.338005729284007
"ARL2BP",623.381827702242,-0.383154544498674,0.216990889818062,-1.76576327614461,0.0774355720107108,0.338073902900451
"PEX14",307.954283253602,0.503972027964721,0.28538351259611,1.76594654463437,0.0774048174252795,0.338073902900451
"CHTF18",57.8596864050549,0.697622683996942,0.395088473660318,1.76573788026206,0.0774398345205531,0.338073902900451
"PGS1",158.402592438425,-0.44156927856077,0.250173870608178,-1.7650495532859,0.0775554378991708,0.338298970166594
"SHKBP1",165.459973734417,-0.483768501338038,0.274138557620926,-1.76468609719245,0.0776165364373045,0.338298970166594
"RFX5",282.282995815955,-0.49551295961299,0.280743301846965,-1.76500367543265,0.0775631480031477,0.338298970166594
"FLJ37453",78.5236924392823,-0.600232049425865,0.340104014300067,-1.76484847043379,0.0775892359511257,0.338298970166594
"CIITA",463.831816843219,-0.415301740698127,0.235335492186626,-1.76472208607099,0.0776104848031516,0.338298970166594
"NSMAF",557.866628156975,-0.500497386123599,0.283697092184595,-1.76419639083906,0.0776989201824117,0.338548873367336
"HSPB1",716.241914466717,-0.43176292423601,0.244823424797635,-1.76356868054147,0.0778046245943944,0.338900195300623
"FAM222A",168.234766572959,0.6323331637327,0.358611423758593,1.76328226553756,0.0778528948611886,0.338908395993112
"FNBP4",1679.01044796963,0.492475198477015,0.279298125071863,1.76325995153137,0.0778566565225372,0.338908395993112
"PARD3",1605.61772963683,0.457724217964255,0.259674707442328,1.76268309868381,0.0779539528828045,0.339222674553762
"TUBB1",31.0447122173806,0.930280207724196,0.527838248852366,1.76243424902766,0.077995956302527,0.339296216731559
"AP1S2",1168.94315639405,-0.461707474594721,0.262031120978099,-1.76203297101229,0.0780637269725345,0.339372574384296
"TMED10",2385.06589509712,-0.397548810235505,0.225614113496425,-1.76207420747995,0.0780567604566683,0.339372574384296
"CLP1",89.94996441165,-0.574188902766598,0.32594321648129,-1.76162249659691,0.0781331003914757,0.339564946910349
"IGFBP4",1538.04716640808,-0.416001465418675,0.236177478199217,-1.76139345965823,0.0781718312541864,0.339624066612531
"SIX2",331.264466898814,-0.57406453432264,0.32595064269904,-1.7612008050332,0.078204421855208,0.339656480011244
